candidate_type,module_path,address_or_offset,target_slot_va,evidence,confidence,reason
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x10553C72,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x10557291,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x1055CB8D,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x1055F4C7,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x105664D4,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x10582849,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x1058E0C6,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x105C61A8,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x105F3DA8,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x1062BB6D,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x106384F1,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x10638758,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x10659204,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x1065BCFC,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x10660DCA,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x10665787,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x10668BD9,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x10672977,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x1068327B,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x10683427,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
ff25_indirect_jump_stub,C:\Program Files (x86)\EuroAion\bin64\crysystem.dll,0x106AF7BC,,ff25_indirect_jump_stub,low,generic thunk/detour-like pattern only; no proven recv/WSARecv installer relationship
