packet_no,direction,flow,payload_len,payload_hex,expected_message,key_name,key_hex,is_later_world_seed_negative_control,transform,offset,length_field_mode,bf_full_block_bytes_decrypted,leftover_bytes,exact_expected_utf16_containment,utf16_containment,ascii_containment,matched_utf16_messages,matched_ascii_messages,utf16_printable_ratio,length_le,length_sane,opcode_complement_2_3,opcode_complement_3_4,opcode_complement_4_5,marker_shape,decoded_prefix_hex,decoded_prefix_ascii
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,Blowfish_ECB_only,0,included,32,4,no,no,no,,,0.812,38856,no,no,no,no,,c89704e1ade56410d26bcce78a46dbaa40dae39959bfd7abf76e51d92d69b911ce5ea9d1,......d..k...F..@...Y....nQ.-i...^..
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,Blowfish_ECB_then_decXORPass_xor_offset_0,0,included,32,4,no,no,no,,,0.889,20155,no,no,no,no,,bb4ecec2ba47a1a281a2e36faed0b390dbab78442fef4abf769715ef205ac31aef98891d,.N...G.....o......xD/.J.v... Z......
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,decXORPass_then_Blowfish_ECB_xor_offset_0,0,included,32,4,no,no,no,,,0.944,52046,no,no,no,no,,4ecbc02b5fea77d002523696a32b6462a66010ca0d678f8d77a9d1d547ba89a99398891d,N..+_.w..R6..+db.`...g..w...G.......
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,decXORPass_only_xor_offset_0,0,not_applicable,0,36,no,no,no,,,1.000,29135,no,no,no,no,,cf71aedcbc35d46e56c751baf3fc3abf4d7846cad8d52f2741c4c24bdaae7af99398891d,.q...5.nV.Q...:.MxF.../'A..K..z.....
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,Blowfish_ECB_then_decXORPass_xor_offset_2,0,included,32,4,no,no,no,,,0.941,38856,no,no,no,no,,c89777f4116f777be26fe43029885e6dc47b084b81d887757e5a1586de2304b6cc22c770,"..w..ow{.o.0).^m.{.K...u~Z...#..."".p"
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,decXORPass_then_Blowfish_ECB_xor_offset_2,0,included,32,4,no,no,no,,,0.882,59700,no,no,no,no,,34e9bb93ec41488d4287437704d0fc1146e86a7a861a9ddfe4864b89bb8dac0db022c770,"4....AH.B.Cw....F.jz......K......"".p"
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,decXORPass_only_xor_offset_2,0,not_applicable,0,36,no,no,no,,,0.765,56508,no,no,no,no,,bcdc5cea171d02b7350a56e574a4d74252a836c576e2e2ed4909c22224d7bd55b022c770,"..\.....5.V.t..BR.6.v...I..""$..U."".p"
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,Blowfish_ECB_then_decXORPass_xor_offset_4,0,included,32,4,no,no,no,,,0.944,38856,no,no,no,no,,c89704e1de59dc5334b687fd2ed7d9352986179bf1d72942b3901d4bde4afacf0b8ee4ca,.....Y.S4......5).....)B...K.J......
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,decXORPass_then_Blowfish_ECB_xor_offset_4,0,included,32,4,no,no,no,,,0.824,61137,no,no,no,no,,d1ee03e06451ef554fc0fe1502911c810ad2e9fd226e5dda5f64c1947465d2bd778ee4ca,"....dQ.UO...........""n]._d..te..w..."
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,decXORPass_only_xor_offset_4,0,not_applicable,0,36,no,no,no,,,0.875,56508,no,no,no,no,,bcdc2fd4ed2ba99fe3d3352873fb501abf55291506ed4cda84c3caef24be432c778ee4ca,"../..+....5(s.P..U)...L.....$.C,w..."
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,Blowfish_ECB_only,2,first_2_bytes_preserved,32,2,no,no,no,,,0.882,56508,no,no,no,no,,bcdcd2b8546f3d5fdbe9c17921f7663c4d91d3c4e7b09f2224a8fd088a1bd1474670a9d1,"....To=_...y!.f<M......""$......GFp.."
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,Blowfish_ECB_then_decXORPass_xor_offset_0,2,first_2_bytes_preserved,32,2,no,no,no,,,0.944,29135,no,no,no,no,,cf71534d1a3472b4c7296cfc9bcabfbb40ed0329cc5e0d7e2c827f92568fd924313ea71d,".qSM.4r..)l.....@..).^.~,...V..$1>.."
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,decXORPass_then_Blowfish_ECB_xor_offset_0,2,first_2_bytes_preserved,32,2,no,no,no,,,0.889,29135,no,no,no,no,,cf71f1faff12ad4c8f86a283c938df862795c3d76704ddcae1956d027c3192911bec891d,.q.....L.....8..'...g.....m.|1......
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,decXORPass_only_xor_offset_0,2,not_applicable,0,36,no,no,no,,,1.000,29135,no,no,no,no,,cf71aedcbc35d46e56c751baf3fc3abf4d7846cad8d52f2741c4c24bdaae7af99398891d,.q...5.nV.Q...:.MxF.../'A..K..z.....
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,Blowfish_ECB_then_decXORPass_xor_offset_2,2,first_2_bytes_preserved,32,2,no,no,no,,,0.882,56508,no,no,no,no,,bcdca17bb11ca46da4e46ba31c9252465f3d73266269c0b4244f7ffba8f61e881284e970,...{...m..k...RF_=s&bi..$O.........p
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,decXORPass_then_Blowfish_ECB_xor_offset_2,2,first_2_bytes_preserved,32,2,no,no,no,,,0.941,56508,no,no,no,no,,bcdc9e0c48ed6b7c47d38cd300fb9a402d8ee06aa0672f897b9e41803283d31d336fc770,....H.k|G......@-..j.g/.{.A.2...3o.p
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,decXORPass_only_xor_offset_2,2,not_applicable,0,36,no,no,no,,,0.765,56508,no,no,no,no,,bcdc5cea171d02b7350a56e574a4d74252a836c576e2e2ed4909c22224d7bd55b022c770,"..\.....5.V.t..BR.6.v...I..""$..U."".p"
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,Blowfish_ECB_then_decXORPass_xor_offset_4,2,first_2_bytes_preserved,32,2,no,no,no,,,0.882,56508,no,no,no,no,,bcdcd2b8272a0f45723d086e1bcdd51eb2c06cf612666e83e9857736a89fe0f1d528caca,....'*.Er=.n......l..fn...w6.....(..
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,decXORPass_then_Blowfish_ECB_xor_offset_4,2,first_2_bytes_preserved,32,2,no,no,no,,,0.824,56508,no,no,no,no,,bcdc07f1b2c39d5999f0ab740b45ed39db7dcda67ffd3ca7af1f1b84a9d5e4e8cf9be4ca,.......Y...t.E.9.}....<.............
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,decXORPass_only_xor_offset_4,2,not_applicable,0,36,no,no,no,,,0.875,56508,no,no,no,no,,bcdc2fd4ed2ba99fe3d3352873fb501abf55291506ed4cda84c3caef24be432c778ee4ca,"../..+....5(s.P..U)...L.....$.C,w..."
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,Blowfish_ECB_only,4,first_4_bytes_preserved,32,0,no,no,no,,,0.824,56508,no,no,yes,no,,bcdc2fd42b4ca88eacf93c1c49e5b0b1c66872e16fa2ac27d6f63b21e7b01a992efe1c8e,../.+L....<.I....hr.o..'..;!........
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,Blowfish_ECB_then_decXORPass_xor_offset_0,4,first_4_bytes_preserved,32,0,no,no,no,,,0.812,29135,no,no,no,no,,cf71aedc0968c4f0614e816496b07be0469f5bad61c42c48db2ee77d1249b93187d89cf7,".q...h..aN.d..{.F.[.a.,H...}.I.1...."
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,decXORPass_then_Blowfish_ECB_xor_offset_0,4,first_4_bytes_preserved,32,0,no,no,no,,,0.812,29135,no,no,no,no,,cf71aedc2024653e285fe40d54a9eed2e52c8a002dd8d8802ad0f2bb58caa8338ec5602f,".q.. $e>(_..T....,..-...*...X..3..`/"
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,decXORPass_only_xor_offset_0,4,not_applicable,0,36,no,no,no,,,1.000,29135,no,no,no,no,,cf71aedcbc35d46e56c751baf3fc3abf4d7846cad8d52f2741c4c24bdaae7af99398891d,.q...5.nV.Q...:.MxF.../'A..K..z.....
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,Blowfish_ECB_then_decXORPass_xor_offset_2,4,first_4_bytes_preserved,32,0,no,no,no,,,0.765,56508,no,no,no,no,,bcdc5ceaa24012290283863b11e8961d594f2ba2cff3e182d3e3e714ec307e9da462d29a,..\..@.)...;....YO+..........0~..b..
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,decXORPass_then_Blowfish_ECB_xor_offset_2,4,first_4_bytes_preserved,32,0,no,no,no,,,0.882,56508,no,no,no,no,,bcdc5ceab36318e218fd286f1d1ef878956884fb047f5fc6be8881aa76b1cb533ed67319,..\..c....(o...x.h...._.....v..S>.s.
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,decXORPass_only_xor_offset_2,4,not_applicable,0,36,no,no,no,,,0.765,56508,no,no,no,no,,bcdc5cea171d02b7350a56e574a4d74252a836c576e2e2ed4909c22224d7bd55b022c770,"..\.....5.V.t..BR.6.v...I..""$..U."".p"
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,Blowfish_ECB_then_decXORPass_xor_offset_4,4,first_4_bytes_preserved,32,0,no,no,no,,,0.812,56508,no,no,no,no,,bcdc2fd45876b901d45ae5f616b71145b4b23472bffc4fb51e29efd9ec5980e463cef120,../.Xv...Z.....E..4r..O..)...Y..c.. 
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,decXORPass_then_Blowfish_ECB_xor_offset_4,4,first_4_bytes_preserved,32,0,no,no,no,,,0.882,56508,no,no,no,no,,bcdc2fd46dc09bc2904cc7504f960c25beeda857c57af23c437e7efab1bb21eed2677dcf,../.m....L.PO..%...W.z.<C~~...!..g}.
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_a16c5487,735a1208a16c5487,no,decXORPass_only_xor_offset_4,4,not_applicable,0,36,no,no,no,,,0.875,56508,no,no,no,no,,bcdc2fd4ed2ba99fe3d3352873fb501abf55291506ed4cda84c3caef24be432c778ee4ca,"../..+....5(s.P..U)...L.....$.C,w..."
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,Blowfish_ECB_only,0,included,32,4,no,no,no,,,0.722,15716,no,no,no,no,,643de60f7045aaaa2d70f706aeffce5dde5716e674805de10b720cf0f12c7cf8ce5ea9d1,"d=..pE..-p.....].W..t.]..r...,|..^.."
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,Blowfish_ECB_then_decXORPass_xor_offset_0,0,included,32,4,no,no,no,,,0.944,18455,no,no,no,no,,174886ceaf02f7f0c446c3b54d752754b2b800ce5bc5c759c077549bf3fb7b100698891d,.H.......F..Mu'T....[..Y.wT...{.....
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,decXORPass_then_Blowfish_ECB_xor_offset_0,0,included,32,4,no,no,no,,,0.833,31751,no,no,no,no,,077cb1d480a6c3450ee00f86331df1d43ca37c9979040654b3557305c909c0f39398891d,.|.....E....3...<.|.y..T.Us.........
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,decXORPass_only_xor_offset_0,0,not_applicable,0,36,no,no,no,,,0.938,29135,no,no,no,no,,cf71aedc9a0dec4856c751bad5c402994d7846cafeed170141c4c24bfc9642df9398891d,.q.....HV.Q.....MxF.....A..K..B.....
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,Blowfish_ECB_then_decXORPass_xor_offset_2,0,included,32,4,no,no,no,,,0.833,15716,no,no,no,no,,643d95f822123f379fadc4eaec15d4b7954e70c1d3ca148df09c54f22bbaa2a21d04c770,"d=.."".?7.........Np.......T.+......p"
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,decXORPass_then_Blowfish_ECB_xor_offset_2,0,included,32,4,no,no,no,,,0.833,18509,no,no,no,no,,4d48094a91094e26ac70c8fd099b764bf86bbbf5236036a1c236cc3373d3d6868804c770,MH.J..N&.p....vK.k..#`6..6.3s......p
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,decXORPass_only_xor_offset_2,0,not_applicable,0,36,no,no,no,,,0.824,56508,no,no,no,no,,bcdc5cea171d248f0d2c56e574a4f17a6a8e36c576e2c4d5712fc22224d79b6d8804c770,"..\...$..,V.t..zj.6.v...q/.""$..m...p"
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,Blowfish_ECB_then_decXORPass_xor_offset_4,0,included,32,4,no,no,no,,,0.833,15716,no,no,no,no,,643de60f0324b227576a9f01eb4a75d766ad5737a3c59c82234864192bd37ae3c4b6dcec,d=...$.'Wj...Ju.f.W7....#Hd.+.z.....
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,decXORPass_then_Blowfish_ECB_xor_offset_4,0,included,32,4,no,no,no,,,0.778,30795,no,no,no,no,,4b78b1e3c76264c64e8b719c9c9fd8f6eefada38c63487226566f59f11abdb1451b6dcec,"Kx...bd.N.q........8.4.""ef......Q..."
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,decXORPass_only_xor_offset_4,0,not_applicable,0,36,no,no,no,,,0.812,56508,no,no,no,no,,bcdc2fd4ed2ba99fc5eb0d0e73fb501a996d113306ed4cdaa2fbf2c924be432c51b6dcec,"../..+......s.P..m.3..L.....$.C,Q..."
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,Blowfish_ECB_only,2,first_2_bytes_preserved,32,2,no,no,no,,,0.882,56508,no,no,no,no,,bcdcb3e0c1909d9af2008eca421ce8316cbd9da6534ced43567922ad18920aab7433a9d1,"............B..1l...SL.CVy"".....t3.."
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,Blowfish_ECB_then_decXORPass_xor_offset_0,2,first_2_bytes_preserved,32,2,no,no,no,,,0.778,29135,no,no,no,no,,cf713274f16615f72be9ca006d7ae21e6ce061053c2ebb4b3f2171e847acb335ef4fe41d,.q2t.f..+...mz..l.a.<..K?!q.G..5.O..
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,decXORPass_then_Blowfish_ECB_xor_offset_0,2,first_2_bytes_preserved,32,2,no,no,no,,,0.824,29135,no,no,no,no,,cf71814deed7022d17ff0ef7bf37030932cabd6aad4c0a7b60c1effdd62f2df948da891d,.q.M...-.....7..2..j.L.{`..../-.H...
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,decXORPass_only_xor_offset_0,2,not_applicable,0,36,no,no,no,,,0.938,29135,no,no,no,no,,cf71aedc9a0dec4856c751bad5c402994d7846cafeed170141c4c24bfc9642df9398891d,.q.....HV.Q.....MxF.....A..K..B.....
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,Blowfish_ECB_then_decXORPass_xor_offset_2,2,first_2_bytes_preserved,32,2,no,no,no,,,0.882,56508,no,no,no,no,,bcdcc0427c76dd307002cd5fcc1a11fd4b16110ab421689f0fca71819fed6a87f4d3aa70,...B|v.0p.._....K....!h...q...j....p
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,decXORPass_then_Blowfish_ECB_xor_offset_2,2,first_2_bytes_preserved,32,2,no,no,no,,,0.938,56508,no,no,no,no,,bcdc4b5c112fb93dc66c3093059eaeae0634d2dba68e8efdc1ce9999740eb031ac42c770,..K\./.=.l0......4..........t..1.B.p
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,decXORPass_only_xor_offset_2,2,not_applicable,0,36,no,no,no,,,0.824,56508,no,no,no,no,,bcdc5cea171d248f0d2c56e574a4f17a6a8e36c576e2c4d5712fc22224d79b6d8804c770,"..\...$..,V.t..zj.6.v...q/.""$..m...p"
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,Blowfish_ECB_then_decXORPass_xor_offset_4,2,first_2_bytes_preserved,32,2,no,no,no,,,0.824,56508,no,no,no,no,,bcdcb3e0b2405020b8c596b4cb45b09db8f536fcc42ee090dc1e416a9f84b2c62d61b1ec,.....@P .....E....6.......Aj....-a..
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,decXORPass_then_Blowfish_ECB_xor_offset_4,2,first_2_bytes_preserved,32,2,no,no,no,,,0.867,56508,no,no,yes,no,,bcdcb4de218747394f206340dc2263d000dbc8b91bfeaf896d248d2f95c7ca06b623dcec,"....!.G9O c@.""c.........m$./.....#.."
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,decXORPass_only_xor_offset_4,2,not_applicable,0,36,no,no,no,,,0.812,56508,no,no,no,no,,bcdc2fd4ed2ba99fc5eb0d0e73fb501a996d113306ed4cdaa2fbf2c924be432c51b6dcec,"../..+......s.P..m.3..L.....$.C,Q..."
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,Blowfish_ECB_only,4,first_4_bytes_preserved,32,0,no,no,no,,,0.765,56508,no,no,no,no,,bcdc2fd496158d8522e57fd40c5ac5f61943745161afc4b90cffc1f0d0e773d30ed3d16d,"../.....""....Z...CtQa.........s....m"
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_le+tail_87546ca1,735a120887546ca1,no,Blowfish_ECB_then_decXORPass_xor_offset_0,4,first_4_bytes_preserved,32,0,no,no,no,,,0.733,29135,no,no,no,no,,cf71aedc92b480f8e4dcdeef3d7289f4de6b761bf9ff71989ffd1456d211bf34edd57cd9,.q..........=r...kv...q....V...4..|.
